x,y
0.0,1.2483570765056164
0.1001001001001001,1.1310680496146077
0.2002002002002002,1.7242446694507467
0.3003003003003003,2.362115528804613
0.4004004004004004,1.683724113439133
0.5005005005005005,1.8839325225264107
0.6006006006006006,2.990807608954897
0.7007007007007008,2.785118765977856
0.8008008008008008,2.3668644086341257
0.9009009009009009,3.0730818235947845
1.001001001001001,2.770293155595771
1.1011011011011012,2.969337325417074
1.2012012012012012,3.5233835381854197
1.3013013013013013,2.6459624802737034
1.4014014014014016,2.9403438865462865
1.5015015015015016,3.7218592383825175
1.6016016016016017,3.696787643035992
1.7017017017017018,4.560527069701041
1.8018018018018018,4.149591565842998
1.9019019019019021,4.097651953136158
2.002002002002002,5.736828388464781
2.1021021021021022,5.091316053960937
2.2022022022022023,5.438168506748367
2.3023023023023024,4.892230511497877
2.4024024024024024,5.532613442542214
2.5025025025025025,6.060466299859938
2.6026026026026026,5.629708416494053
2.702702702702703,6.593254414578242
2.802802802802803,6.305286260646204
2.902902902902903,6.659958930909168
3.0030030030030033,6.7051526998913085
3.1031031031031033,8.132345298460676
3.2032032032032034,7.39965779403744
3.3033033033033035,7.0777511421286565
3.4034034034034035,8.218079262858401
3.5035035035035036,7.3965851820214965
3.6036036036036037,8.311639004709585
3.7037037037037037,7.427572345467521
3.8038038038038042,7.943514583158393
3.9039039039039043,8.90623842574237
4.004004004004004,9.377241298005714
4.104104104104104,9.293892348803194
4.2042042042042045,9.35058426721429
4.3043043043043046,9.458056760813964
4.404404404404405,9.069547813625096
4.504504504504505,9.649086904811655
4.604604604604605,9.978889823729316
4.704704704704705,10.937970522518867
4.804804804804805,10.78141875439384
